,Cost ($),Emission (kg CO2)
5,393461.17323577084,4352695.612009889
6,391651.70559356106,4392901.41430489
7,389842.23795135145,4433107.21659989
8,388032.77030914155,4473313.018894889
9,386207.3223448202,4513867.088685935
10,,
0,418727.8968081583,4342864.689807529
1,417111.03558950854,4378337.871999334
2,415321.6434277242,4417547.184874333
3,413532.2512659399,4456756.497749332
4,411742.85910415574,4495965.810624333
5,409953.46694237133,4535175.123499333
6,408164.07478058705,4574384.436374333
7,406374.6826188027,4613593.7492493335
8,404585.2904570186,4652803.062124333
9,402782.7060828461,4692295.87874177
10,,
0,426442.2276291026,4409758.447175923
1,424803.9773013441,4446683.508028149
2,422999.0901742285,4487204.676893149
3,421194.203047113,4527725.8457581485
4,419389.3159199972,4568247.014623149
5,417584.4287928816,4608768.183488148
6,415779.5416657659,4649289.352353149
7,413974.65453865036,4689810.52121815
8,412169.7674115348,4730331.690083149
9,410353.13592478953,4771110.19097508
10,,
0,407448.2080802355,4212271.488117352
1,405762.4062441855,4250091.543570401
2,403903.92774542974,4291658.9780004015
3,402045.44924667396,4333226.412430402
4,400186.97074791807,4374793.846860401
5,398328.49224916234,4416361.281290401
6,396470.0137504065,4457928.715720401
7,394611.53525165067,4499496.150150402
8,392753.05675289483,4541063.584580402
9,390866.63836017856,4583224.470012414
10,,
0,412824.2304719897,4250144.691832753
1,411123.4103632784,4288180.361465037
2,409231.55282411154,4330422.516280037
3,407339.69528494467,4372664.671095038
4,405447.83774577786,4414906.825910037
5,403555.98020661087,4457148.980725038
6,401664.12266744405,4499391.135540038
7,399772.2651282771,4541633.290355038
8,397880.40758911025,4583875.445170038
9,395973.7381420117,4626444.182949302
10,,
0,454236.46083717135,4683880.114633954
1,452561.2528497086,4721506.352869191
2,450719.77540814306,4762664.934374191
3,448878.29796657764,4803823.5158791905
4,447036.8205250124,4844982.09738419
5,445195.34308344685,4886140.678889192
6,443353.8656418815,4927299.260394189
7,441512.388200316,4968457.84189919
8,439670.9107587505,5009616.42340419
9,437818.69947410317,5051019.691359327
10,,
0,432633.36479737266,4506138.8526453795
1,430963.9399282207,4543550.027958095
2,429114.1096732954,4584895.698243094
3,427264.2794183702,4626241.368528093
4,425414.44916344486,4667587.038813096
5,423564.6189085195,4708932.709098094
6,421714.78865359415,4750278.379383095
7,419864.95839866897,4791624.049668094
8,418015.12814374355,4832969.719953094
9,416152.92475083674,4874578.299755675
10,,
0,390724.8830741556,4054191.3915032833
1,388959.1898277583,4094000.7505552117
2,387032.635380978,4137313.673750212
3,385106.0809341976,4180626.5969452118
4,383179.5264874174,4223939.52014021
5,381252.9720406372,4267252.443335212
6,379326.4175938568,4310565.366530212
7,377399.86314707657,4353878.2897252105
8,375473.3087002963,4397191.212920211
9,373534.51395536814,4440762.220127087
10,,
0,417914.725446605,4281556.784547718
1,416252.9735093433,4318571.093911334
2,414424.3605958846,4359222.363741334
3,412595.747682426,4399873.633571333
4,410767.13476896734,4440524.903401334
5,408938.52185550856,4481176.173231334
6,407109.9089420499,4521827.443061333
7,405281.29602859134,4562478.712891334
8,403452.6831151325,4603129.982721333
9,401617.18635893916,4643941.317252996
10,,
0,426164.75242884643,4428618.880108865
1,424472.9008785087,4465599.421676096
2,422618.59701599093,4505986.705986095
3,420764.2931534731,4546373.990296096
4,418909.98929095524,4586761.274606095
5,417055.68542843737,4627148.558916095
6,415201.3815659195,4667535.843226095
7,413347.0777034016,4707923.127536095
8,411492.773840884,4748310.411846095
9,409623.86587038776,4788967.4558635885
10,,
0,427023.69383175496,4396120.025668483
1,425385.2540571588,4433060.15520127
2,423566.84339009423,4473969.32125627
3,421748.43272302963,4514878.48731127
4,419930.02205596515,4555787.6533662705
5,418111.61138890067,4596696.819421272
6,416293.20072183607,4637605.98547627
7,414474.7900547715,4678515.151531271
8,412656.3793877071,4719424.31758627
9,410832.9242192388,4760437.174882575
10,,
0,412733.8171278856,4235311.662152212
1,411102.1652128341,4270980.633692522
2,409296.050133181,4310399.387582521
3,407489.93505352765,4349818.141472522
4,405683.8199738746,4389236.895362521
5,403877.70489422133,4428655.649252521
6,402071.5898145683,4468074.403142522
7,400265.474734915,4507493.157032521
8,398459.35965526174,4546911.910922521
9,396641.07976159366,4586618.942502715
10,,
0,406744.8077391745,4144310.1649507442
1,405133.79347931274,4179963.4516915004
2,403345.98640753486,4219458.540586501
3,401558.179335757,4258953.6294815
4,399770.37226397917,4298448.7183765
5,397982.5651922013,4337943.8072715
6,396194.75812042353,4377438.8961665
7,394406.9510486457,4416933.9850615
8,392619.14397686784,4456429.073956502
9,390827.5834329183,4496013.704258782
10,,
0,387630.02792548866,4053157.064152577
1,385934.50261977414,4090412.299768515
2,384068.6001412001,4131349.3799285144
3,382202.69766262604,4172286.4600885147
4,380336.79518405197,4213223.540248515
5,378470.8927054779,4254160.6204085145
6,376604.99022690393,4295097.700568514
7,374739.0877483299,4336034.780728514
8,372873.1852697557,4376971.860888514
9,370995.2888184297,4418140.986473674
10,,
0,409791.22138249484,4293684.840827454
1,408148.0448506971,4329402.118858767
2,406327.7983928919,4368803.068778766
3,404507.55193508667,4408204.018698766
4,402687.30547728133,4447604.968618767
5,400867.05901947606,4487005.918538768
6,399046.81256167084,4526406.868458767
7,397226.5661038655,4565807.818378768
8,395406.3196460603,4605208.768298767
9,393577.1978524515,4644789.090698731
10,,
0,429993.168811934,4428449.840074955
1,428230.57902321516,4467643.14523765
2,426293.03832352173,4510689.43958265
3,424355.4976238283,4553735.73392765
4,422417.95692413475,4596782.028272651
5,420480.41622444143,4639828.32261765
6,418542.8755247479,4682874.616962651
7,416605.3348250545,4725920.91130765
8,414667.79412536114,4768967.2056526495
9,412711.4158576213,4812417.024191654
10,,
0,400008.91240933724,4112059.555126869
1,398334.601270067,4148777.763282009
2,396521.8606558134,4188507.183637009
3,394709.12004156003,4228236.603992009
4,392896.3794273065,4267966.024347009
5,391083.6388130533,4307695.444702009
6,389270.8981987997,4347424.865057008
7,387458.15758454637,4387154.285412009
8,385645.4169702929,4426883.7057670085
9,383820.0490508195,4466876.205120715
10,,
0,396531.1702056795,4116619.9167245803
1,394930.77534990245,4151168.169081989
2,393153.7840250445,4189485.7625019886
3,391376.7927001865,4227803.355921989
4,389599.80137532856,4266120.949341989
5,387822.8100504705,4304438.542761989
6,386045.8187256126,4342756.136181988
7,384268.82740075444,4381073.729601989
8,382491.8360758965,4419391.323021988
9,380695.05518552667,4458158.43536243
10,,
0,406433.8135786738,4240564.04504937
1,404816.1195320498,4276193.8173856065
2,403004.1854475401,4315951.678175605
3,401192.2513630302,4355709.538965605
4,399380.31727852044,4395467.399755606
5,397568.38319401076,4435225.260545606
6,395756.44910950103,4474983.121335604
7,393944.5150249911,4514740.9821256045
8,392132.58094048145,4554498.842915606
9,390308.39322111977,4594494.508823554
10,,
0,394767.1595507158,4069317.740518079
1,393101.7615736013,4106176.999792174
2,391263.24411105487,4146816.909727175
3,389424.72664850845,4187456.8196621747
4,387586.209185962,4228096.729597175
5,385747.69172341557,4268736.639532175
6,383909.17426086916,4309376.549467174
7,382070.6567983227,4350016.459402175
8,380232.13933577633,4390656.369337174
9,378382.917958762,4431506.098260654
10,,
0,434904.87415222405,4530910.1384162
1,433218.91317774117,4567911.089142073
2,431350.25858845684,4608821.912297074
3,429481.6039991724,4649732.735452074
4,427612.94940988807,4690643.5586070735
5,425744.2948206035,4731554.381762073
6,423875.6402313192,4772465.204917073
7,422006.9856420349,4813376.028072073
8,420138.3310527505,4854286.851227073
9,418258.4058240263,4895415.69720208
10,,
0,384381.5311414716,3988698.666030661
1,382627.3564203586,4027723.7409502813
2,380716.4907142962,4070162.586600281
3,378805.6250082338,4112601.4322502813
4,376894.75930217135,4155040.277900281
5,374983.89359610906,4197479.123550281
6,373073.02789004665,4239917.9692002805
7,371162.16218398436,4282356.814850282
8,369251.29647792183,4324795.660500281
9,367322.7712102843,4367639.98787538
0,405105.71352080244,4224693.761011302
1,403401.23528802756,4262456.516057111
2,401499.2417481646,4304429.15925211
3,399597.2482083017,4346401.8024471095
4,397695.2546684388,4388374.44564211
5,395793.2611285758,4430347.08883711
6,393891.2675887129,4472319.73203211
7,391989.27404885006,4514292.37522711
8,390087.28050898714,4556265.01842211
9,388177.23762623116,4598446.812161865
10,,
0,424463.89159593126,4384525.953671858
1,422825.8981443828,4420427.345301341
2,421026.7694613309,4459832.39015634
3,419227.64077827916,4499237.435011341
4,417428.5120952272,4538642.479866341
5,415629.3834121752,4578047.52472134
6,413830.2547291233,4617452.56957634
7,412031.1260460715,4656857.61443134
8,410231.9973630196,4696262.659286341
9,408422.27353381756,4735889.802257082
10,,
0,397968.1149140162,4085245.360229445
1,396282.14681814646,4122942.7896120255
2,394423.5049307242,4164379.059102025
3,392564.863043302,4205815.328592026
4,390706.22115587967,4247251.5980820265
5,388847.5792684573,4288687.867572026
6,386988.93738103495,4330124.137062024
7,385130.2954936126,4371560.406552025
8,383271.65360619046,4412996.676042027
9,381397.07275140117,4454779.99746258
10,,
0,425822.4306011838,4433344.612945342
1,424210.8848881796,4469769.7881886745
2,422424.6126069605,4510018.736403674
3,420638.34032574133,4550267.684618674
4,418852.06804452225,4590516.632833675
5,417065.79576330306,4630765.581048675
6,415279.5234820839,4671014.529263675
7,413493.25120086473,4711263.477478675
8,411706.9789196456,4751512.425693675
9,409910.90492858563,4791995.364906668
10,,
0,415718.68241332535,4248558.139849589
1,414073.19108967524,4286365.753489477
2,412258.6685897325,4327958.097344477
3,410444.14608979004,4369550.441199477
4,408629.62358984735,4411142.785054477
5,406815.1010899047,4452735.128909478
6,405000.5785899621,4494327.472764478
7,403186.0560900196,4535919.816619477
8,401371.5335900769,4577512.160474476
9,399539.17089026404,4619494.025023663
10,,
0,408546.48808009195,4241179.795286014
1,407054.20455329155,4274138.232381421
2,405387.3731791868,4310869.15291642
3,403720.54180508194,4347600.07345142
4,402053.7104309771,4384330.993986421
5,400386.87905687233,4421061.91452142
6,398720.0476827676,4457792.835056421
7,397053.21630866267,4494523.755591421
8,395386.38493455795,4531254.6761264205
9,393710.7210118509,4568183.180539619
10,,
0,399900.64510525484,4188618.727288265
1,398029.62573332223,4229481.209708741
2,395971.0291443083,4274306.223878742
3,393912.4325552944,4319131.238048742
4,391853.8359662806,4363956.252218741
5,389795.23937726655,4408781.266388741
6,387736.64278825285,4453606.280558741
7,385678.0461992388,4498431.294728742
8,383619.4496102249,4543256.308898742
9,381550.170786692,4588333.318671257
10,,
0,407980.23981760466,4240303.938618753
1,406256.9583145884,4278868.094069848
2,404372.6986453256,4320924.788004848
3,402488.438976063,4362981.481939848
4,400604.17930679995,4405038.175874848
5,398719.9196375371,4447094.869809847
6,396835.65996827424,4489151.563744848
7,394951.4002990115,4531208.257679848
8,393067.1406297485,4573264.951614847
9,391175.8576570969,4615476.154659425
10,,
0,438025.48100489564,4498510.998401041
1,436412.64592759946,4533795.292969043
2,434611.79057972773,4573183.969399044
3,432810.9352318561,4612572.645829043
4,431010.0798839845,4651961.322259044
5,429209.22453611286,4691349.998689043
6,427408.36918824125,4730738.675119042
7,425607.5138403696,4770127.351549043
8,423806.658492498,4809516.027979043
9,421994.24022075825,4849168.654590893
10,,
0,416041.4424127855,4351821.812511813
1,414423.1299587096,4386350.8851749245
2,412612.87807076506,4424937.894584925
3,410802.6261828206,4463524.903994924
4,408992.37429487595,4502111.913404924
5,407182.1224069314,4540698.922814924
6,405371.8705189869,4579285.932224924
7,403561.6186310424,4617872.941634924
8,401751.36674309784,4656459.951044925
9,399929.25320312165,4695307.855255639
10,,
0,406909.2797035061,4119860.3856618134
1,405235.41454549204,4157639.4847048996
2,403372.4162445727,4199596.9844149
3,401509.4179436534,4241554.484124901
4,399646.41964273434,4283511.9838349
5,397783.4213418151,4325469.483544899
6,395920.4230408957,4367426.9832549
7,394057.4247399765,4409384.482964899
8,392194.4264390572,4451341.982674901
9,390317.28847541363,4493606.392038892
10,,
0,429054.17029862106,4406064.407625001
1,427411.53901553317,4441622.475316409
2,425587.72681446845,4481043.415556409
3,423763.9146134036,4520464.35579641
4,421940.1024123389,4559885.296036409
5,420116.29021127406,4599306.236276409
6,418292.4780102094,4638727.176516409
7,416468.6658091446,4678148.1167564085
8,414644.85360807984,4717569.05699641
9,412804.43366392294,4757377.00213054
10,,
0,412991.5668312914,4241747.81642082
1,411329.79340008827,4278217.3506703675
2,409490.5623719619,4318569.766530368
3,407651.3313438357,4358922.182390368
4,405812.1003157093,4399274.598250367
5,403972.86928758305,4439627.014110368
6,402133.63825945667,4479979.429970369
7,400294.40723133023,4520331.845830367
8,398455.176203204,4560684.261690368
9,396602.7638126385,4601296.065906068
10,,
0,433220.2239046207,4465220.775679198
1,431477.8813247903,4503689.283286139
2,429551.10710428486,4546179.02855114
3,427624.33288377966,4588668.773816139
4,425697.55866327416,4631158.519081139
5,423770.78444276896,4673648.2643461395
6,421844.01022226363,4716138.009611139
7,419917.2360017583,4758627.754876139
8,417990.46178125293,4801117.500141139
9,416054.0721784012,4843847.76558295
10,,
0,448201.14814155194,4613886.810073407
1,446440.9937045289,4652528.937186661
2,444484.59449918923,4695347.325896661
3,442528.19529384957,4738165.7146066595
4,440571.79608850984,4780984.10331666
5,438615.39688317006,4823802.492026661
6,436658.99767783034,4866620.880736661
7,434702.5984724908,4909439.269446661
8,432746.1992671509,4952257.65815666
9,430776.42872464185,4995362.754971609
10,,
0,400706.81745788245,4098684.002888779
1,399048.6499654321,4135666.944799976
2,397219.7166546107,4176324.5203699763
3,395390.7833437892,4216982.095939975
